CODICESCUOLA,ORDINESCUOLA,AREAGEOGRAFICA,DENOMINAZIONEISTITUTORIFERIMENTO,PROVINCIA,DENOMINAZIONESCUOLA,INDIRIZZOSCUOLA,LONG_X_4326,LAT_Y_4326,Total
MIPS01101C,SCUOLA SECONDARIA II GRADO,NORD OVEST,B. RUSSELL,MILANO,LICEO - B. RUSSELL,VIA SAN CARLO 19,9.0827308,45.5740501,818
MIPS012018,SCUOLA SECONDARIA II GRADO,NORD OVEST,G. TORNO,MILANO,LICEO - G. TORNO,PIAZZALE DON MILANI 1,8.7888048,45.5463098,636
MIPS019013,SCUOLA SECONDARIA II GRADO,NORD OVEST,ITALO CALVINO,MILANO,LICEO - I. CALVINO,VIA G. ROSSA,9.1514761,45.3773793,544
MIPS019024,SCUOLA SECONDARIA II GRADO,NORD OVEST,ITALO CALVINO,MILANO,L. SCIENTIFICO - I. CALVINO (SUCCURSALE),VIA C. MARX 4,9.1118072,45.4705337,190
MIPS021013,SCUOLA SECONDARIA II GRADO,NORD OVEST,V. BENINI,MILANO,LICEO - V. BENINI (SUCCERSALE),VIA CAVOUR 1,9.3230241,45.3568927,524
MIPS02201V,SCUOLA SECONDARIA II GRADO,NORD OVEST,S. ALLENDE,MILANO,LICEO - S. ALLENDE,VIA U. DINI 7,9.179824002,45.42919875,622
MIPS02301P,SCUOLA SECONDARIA II GRADO,NORD OVEST,G. CARDANO,MILANO,LICEO - G. CARDANO,VIA G. NATTA 11,9.12507024,45.4889322,1027
MIPS026016,SCUOLA SECONDARIA II GRADO,NORD OVEST,L. CREMONA,MILANO,LICEO SCIENTIFICO - L. CREMONA,VIALE MARCHE 71/73,9.190053,45.496449,1200
MIPS027012,SCUOLA SECONDARIA II GRADO,NORD OVEST,LEONARDO DA VINCI,MILANO,LICEO - LEONARDO DA VINCI,VIA LEONARDO DA VINCI 1,9.2938646,45.5347534,567
MIPS02901N,SCUOLA SECONDARIA II GRADO,NORD OVEST,N. MACHIAVELLI,MILANO,LICEO - N. MACHIAVELLI,VIA MACHIAVELLI 3,9.3100996,45.4769263,739
MIPS03000R,SCUOLA SECONDARIA II GRADO,NORD OVEST,L. SCIENTIFICO - L. DA VINCI,MILANO,L. SCIENTIFICO - L. DA VINCI,VIA O. RESPIGHI 5,9.202635,45.463203,980
MIPS03601R,SCUOLA SECONDARIA II GRADO,NORD OVEST,V. F. PARETO,MILANO,L. SCIENZE UMANE - V. F. PARETO,VIA LITTA MODIGNANI 55,9.160749,45.522855,295
MIPS039018,SCUOLA SECONDARIA II GRADO,NORD OVEST,B. RUSSELL,MILANO,LICEO - B. RUSSELL,VIA F. GATTI 16,9.1906965,45.505962,652
MIPS041018,SCUOLA SECONDARIA II GRADO,NORD OVEST,C. E. GADDA,MILANO,LICEO - C.E. GADDA,VIA LEONARDO DA VINCI 18,9.159148,45.5730859,701
MIPS04301X,SCUOLA SECONDARIA II GRADO,NORD OVEST,F. BESTA,MILANO,L. SCIENZE UMANE - F. BESTA,VIA DON CALABRIA 16,9.2418345,45.499239,507
MIPS05101V,SCUOLA SECONDARIA II GRADO,NORD OVEST,C. VARALLI,MILANO,L. LINGUISTICO - C. VARALLI,VIA U. DINI 7,9.1798245,45.429201,601
MIPS05401A,SCUOLA SECONDARIA II GRADO,NORD OVEST,L. GALVANI,MILANO,L. LINGUISTICO - L. GALVANI,VIA F. GATTI 14,9.190986446,45.50652892,218
MIPS05701T,SCUOLA SECONDARIA II GRADO,NORD OVEST,N. MORESCHI,MILANO,L. SCIENTIFICO - N. MORESCHI,VIALE SAN MICHELE DEL CARSO 25,9.163971,45.462789,650
MIPS05801N,SCUOLA SECONDARIA II GRADO,NORD OVEST,PAOLO FRISI,MILANO,L. GIOVANNI GASTEL (SUCCURSALE),VIA C. AMORETTI 61/63,9.1425285,45.520983,312
MIPS058502,SCUOLA SECONDARIA II GRADO,NORD OVEST,PAOLO FRISI,MILANO,LICEO G. GASTEL (SUCCURSALE SERALE),VIA CARLO AMORETTI 61/63,9.131013,45.514512,100
MIPS05901D,SCUOLA SECONDARIA II GRADO,NORD OVEST,B. ORIANI G. MAZZINI,MILANO,L. SCIENZE UMANE - ECONOMICO-SOCIALE,VIA ZANTE 34,9.2482154,45.4588704,20
MIPS06101D,SCUOLA SECONDARIA II GRADO,NORD OVEST,M. BELLISARIO,MILANO,L. SCIENZE UMANE - M. BELLISARIO,STRADA PADANA SUPERIORE 24,9.3500157,45.5174506,502
MIPS070007,SCUOLA SECONDARIA II GRADO,NORD OVEST,LICEO SCIENTIFICO - VITTORIO VENETO,MILANO,LICEO SCIENTIFICO - VITTORIO VENETO,VIA A. DE VINCENTI 7,9.1415835,45.477441,1429
MIPS07201X,SCUOLA SECONDARIA II GRADO,NORD OVEST,F. SEVERI - C. CORRENTI,MILANO,LICEO - SEVERI CORRENTI,VIA ALCUINO 4,9.1562445,45.481986,1074
MIPS08000T,SCUOLA SECONDARIA II GRADO,NORD OVEST,L. SCIENTIFICO - A. VOLTA,MILANO,L. SCIENTIFICO - A. VOLTA,VIA BENEDETTO MARCELLO 7,9.206244,45.479574,1160
MIPS08101P,SCUOLA SECONDARIA II GRADO,NORD OVEST,P. VERRI,MILANO,L. LINGUISTICO - P. VERRI,VIA LATTANZIO 38,9.216117,45.451584,488
MIPS09901X,SCUOLA SECONDARIA II GRADO,NORD OVEST,SCHIAPARELLI-GRAMSCI,MILANO,L. LINGUISTICO-SCHIAPARELLI-GRAMSCI,VIA SETTEMBRINI 4,9.2048265,45.480465,183
MIPS10101P,SCUOLA SECONDARIA II GRADO,NORD OVEST,E. TORRICELLI,MILANO,LICEO - E. TORRICELLI,VIA U. DINI 7,9.1798245,45.429201,122
MIPS11000C,SCUOLA SECONDARIA II GRADO,NORD OVEST,LICEO - P. LEVI,MILANO,LICEO - P. LEVI,VIA MARTIRI DI CEFALONIA 46,9.2732735,45.4179797,963
MIPS11002E,SCUOLA SECONDARIA II GRADO,NORD OVEST,LICEO - P. LEVI,MILANO,LICEO LINGUISTICO - P. LEVI(SUCCURSALE),VIA TRIESTE 48,9.2881935,45.3948021,389
MIPS120003,SCUOLA SECONDARIA II GRADO,NORD OVEST,LICEO - E. MAJORANA,MILANO,LICEO - E. MAJORANA,VIA RATTI 88,9.0449755,45.5397331,787
MIPS13000N,SCUOLA SECONDARIA II GRADO,NORD OVEST,LICEO - G. GALILEI,MILANO,LICEO - G. GALILEI,V.LE GORIZIA 16,8.9224483,45.588165,1232
MIPS15000V,SCUOLA SECONDARIA II GRADO,NORD OVEST,L. SCIENTIFICO - P. BOTTONI,MILANO,L. SCIENTIFICO - P. BOTTONI,VIA MAC MAHON 96/98,9.157167,45.494712,815
MIPS16000D,SCUOLA SECONDARIA II GRADO,NORD OVEST,LICEO - G.MARCONI,MILANO,LICEO - G.MARCONI,VIA DEI NARCISI5(ORDINARIA)-VIA U. PISA5/2(SUCC),9.127953,45.451017,800
MIPS18000P,SCUOLA SECONDARIA II GRADO,NORD OVEST,L. SCIENTIFICO - E. VITTORINI,MILANO,L. SCIENTIFICO - E. VITTORINI,VIA M. DONATI5/7,9.145017,45.454221,1004
MIPS210009,SCUOLA SECONDARIA II GRADO,NORD OVEST,LICEO - G. BRUNO,MILANO,LICEO - G. BRUNO,VIALE SVEZIA 4,9.4146536,45.5056194,520
MIPS21002B,SCUOLA SECONDARIA II GRADO,NORD OVEST,LICEO - G. BRUNO,MILANO,LICEO - G. BRUNO (SUCCURSALE),VIA GIOVANNI XXIII 223,9.4963697,45.5595446,386
MIPS25000Q,SCUOLA SECONDARIA II GRADO,NORD OVEST,LICEO - D. BRAMANTE,MILANO,LICEO - D. BRAMANTE,VIA TRIESTE70,8.8859205,45.4656692,965
MIPS26000A,SCUOLA SECONDARIA II GRADO,NORD OVEST,LICEO - G. B. VICO,MILANO,LICEO - G. B. VICO,VIALE ITALIA 26,9.092846,45.436488,967
MIPS290006,SCUOLA SECONDARIA II GRADO,NORD OVEST,LICEO - C. CAVALLERI,MILANO,LICEO - C. CAVALLERI,VIA SPAGLIARDI 23,8.9536346,45.5590665,1269
MIPS340002,SCUOLA SECONDARIA II GRADO,NORD OVEST,LICEO - G.FALCONE P. BORSELLINO,MILANO,LICEO - G.FALCONE P. BORSELLINO,VIA MATTEOTTI 29,9.0756722,45.557666,828
MIPS37000T,SCUOLA SECONDARIA II GRADO,NORD OVEST,L. SCIENTIFICO - R.DONATELLI-B.PASCAL,MILANO,L. SCIENTIFICO - R.DONATELLI-B.PASCAL,VIALE CAMPANIA6(ORDINARIA) VIA A.CORTI16(SUCCUR),9.2243655,45.462852,1079
MIPS580006,SCUOLA SECONDARIA II GRADO,NORD OVEST,LICEO D'ARCONATE E D'EUROPA,MILANO,LICEO D'ARCONATE E D'EUROPA,PIAZZA SAN CARLO 3,8.8514142,45.5414371,474
MIPS61000R,SCUOLA SECONDARIA II GRADO,NORD OVEST,"LICEO MUSICALE E COREUTICO ""G. VERDI""",MILANO,"LICEO MUSICALE E COREUTICO ""G. VERDI""",VIA CORRIDONI34/36,9.2042775,45.463572,142
MIPS67000C,SCUOLA SECONDARIA II GRADO,NORD OVEST,LICEO - CONVITTO LONGONE,MILANO,LICEO - CONVITTO LONGONE,VIA VIGEVANO19,9.168777,45.461835,121
MIRA01901L,SCUOLA SECONDARIA II GRADO,NORD OVEST,ITALO CALVINO,MILANO,I.P. - I. CALVINO (SERALE),C/O CASA DI RECLUSIONE,9.2059672,45.3990928,32
MIRA03601A,SCUOLA SECONDARIA II GRADO,NORD OVEST,V. F. PARETO,MILANO,"I.P. - V. F. PARETO""",VIA LITTA MODIGNANI 55,9.160749,45.522855,133
MIRA08301X,SCUOLA SECONDARIA II GRADO,NORD OVEST,G. MENDEL,MILANO,I.P. - G. MENDEL,VIA FERRAZZI 15,8.8878127,45.5663128,172
MIRA083508,SCUOLA SECONDARIA II GRADO,NORD OVEST,G. MENDEL,MILANO,I.P. - G. MENDEL (SERALE),VIA FERRAZZI 15,8.8878127,45.5663128,20
MIRC01401C,SCUOLA SECONDARIA II GRADO,NORD OVEST,E. ALESSANDRINI,MILANO,I.P. - E. ALESSANDRINI (SUCCURSALE),VIA VIVALDI 8,8.9258564,45.400152,285
MIRC016014,SCUOLA SECONDARIA II GRADO,NORD OVEST,I.I.S. DI INVERUNO,MILANO,I.P. - I.I.S. DI INVERUNO (SUCCURSALE),VIA BUONARROTI 6,8.848571,45.5187141,290
MIRC02101G,SCUOLA SECONDARIA II GRADO,NORD OVEST,V. BENINI,MILANO,I.P. - V. BENINI (SERALE),C/O CASA DI RECLUSIIONE,9.2059672,45.3990928,4
MIRC02801A,SCUOLA SECONDARIA II GRADO,NORD OVEST,E. MONTALE,MILANO,I.P. - E. MONTALE,VIA GORKI 100,9.2178982,45.5386473,419
MIRC02851Q,SCUOLA SECONDARIA II GRADO,NORD OVEST,E. MONTALE,MILANO,I.P. E. MONTALE (SERALE),VIA GORKI 100,9.2178982,45.5386473,97
MIRC029016,SCUOLA SECONDARIA II GRADO,NORD OVEST,N. MACHIAVELLI,MILANO,I.P. - N. MACHIAVELLI (SUCCURSALE),VIA MILANO 1/A,9.3343204,45.5010817,249
MIRC02950E,SCUOLA SECONDARIA II GRADO,NORD OVEST,N. MACHIAVELLI,MILANO,I.P. -N. MACHIAVELLI (SERALE SUCCURSALE),VIA MILANO 1/A,9.3343204,45.5010817,42
MIRC037015,SCUOLA SECONDARIA II GRADO,NORD OVEST,IS PIERO DELLA FRANCESCA,MILANO,I.P. -PIERO DELLA FRANCESCA (SUCCURSALE),VIA CAVOUR 5,9.3230241,45.3568927,209
MIRC03750D,SCUOLA SECONDARIA II GRADO,NORD OVEST,IS PIERO DELLA FRANCESCA,MILANO,I.P.-PIERO DELLA FRANCESCA (SERALE-SUCC),VIA GIOVANNI XXIII 18,9.2773471,45.4002283,87
MIRC058016,SCUOLA SECONDARIA II GRADO,NORD OVEST,PAOLO FRISI,MILANO,"I.P. - P. FRISI - ""POLO DELL'OSPITALITA""",VIA OTRANTO 1,9.131013,45.514512,539
MIRC058027,SCUOLA SECONDARIA II GRADO,NORD OVEST,PAOLO FRISI,MILANO,I.P. - P. FRISI (CARCERARIA),VIA CRISTINA BELGIOIOSO 120,9.1014422,45.5231453,81
MIRC05851G,SCUOLA SECONDARIA II GRADO,NORD OVEST,PAOLO FRISI,MILANO,I.P. - P. FRISI (POLO I.D.A.),VIA OTRANTO 1,9.131117045,45.51471719,286
MIRC059012,SCUOLA SECONDARIA II GRADO,NORD OVEST,B. ORIANI G. MAZZINI,MILANO,I.P. - B. ORIANI G. MAZZINI,VIA ZANTE 34 - VIA LIGURIA 21-VIA PISA 5/2,9.1714666,45.4437933,887
MIRC061012,SCUOLA SECONDARIA II GRADO,NORD OVEST,M. BELLISARIO,MILANO,I.P. - M. BELLISARIO,STRADA PADANA SUPERIORE 24,9.3500157,45.5174506,375
MIRC061023,SCUOLA SECONDARIA II GRADO,NORD OVEST,M. BELLISARIO,MILANO,I.P. - M. BELLISARIO (SUCCURSALE),VIA P. NENNI,9.509673,45.6134987,117
MIRC06151B,SCUOLA SECONDARIA II GRADO,NORD OVEST,M. BELLISARIO,MILANO,I.P. - M. BELLISARIO (SERALE),STRADA PADANA SUPERIORE 24,9.3500157,45.5174506,152
MIRC074014,SCUOLA SECONDARIA II GRADO,NORD OVEST,IIS MARELLI DUDOVICH,MILANO,I.P. - MARELLI DUDOVICH (SUCCURSALE),VIA ODERZO 3,9.1396149,45.4843174,351
MIRC07701G,SCUOLA SECONDARIA II GRADO,NORD OVEST,G. GALILEI,MILANO,I.P. - G. GALILEI,VIA PARAVIA 31,9.130832476,45.47145736,322
MIRC079017,SCUOLA SECONDARIA II GRADO,NORD OVEST,CATERINA DA SIENA,MILANO,I.P. - CATERINA DA SIENA,VIALE LOMBARDIA 89,9.223299,45.488205,853
MIRC08901T,SCUOLA SECONDARIA II GRADO,NORD OVEST,G. PUECHER - A. OLIVETTI,MILANO,I.P. -G. PUECHER-A. OLIVETTI(SUCCURSALE),VIA DEI MARTIRI DELLA LIBERTA' 20,9.0430121,45.5311005,617
MIRC094019,SCUOLA SECONDARIA II GRADO,NORD OVEST,L. V. BERTARELLI - FERRARIS,MILANO,I.P. - L. V. BERTARELLI - FERRARIS,CORSO DI PORTA ROMANA110(ORD) VIA G. ROMANO4(SUC,9.1979955,45.454608,89
MIRC09451P,SCUOLA SECONDARIA II GRADO,NORD OVEST,L. V. BERTARELLI - FERRARIS,MILANO,I.P.-L. V. BERTARELLI-FERRARIS (SERALE),CORSO DI PORTA ROMANA 110,9.1979955,45.454608,121
MIRC12000G,SCUOLA SECONDARIA II GRADO,NORD OVEST,I.P. - E. FALCK,MILANO,I.P. - E. FALCK,VIA BALILLA50,9.2340434,45.5464293,464
MIRC12001L,SCUOLA SECONDARIA II GRADO,NORD OVEST,I.P. - E. FALCK,MILANO,I.P. - E. FALCK (SUCCURSALE),VIA L. DA VINCI 1,9.5004248,45.5259617,137
MIRC12002N,SCUOLA SECONDARIA II GRADO,NORD OVEST,I.P. - E. FALCK,MILANO,I.P. - E. FALCK (SUCCURSALE),VIA DI VITTORIO 1,9.2073005,45.5535822,290
MIRC300004,SCUOLA SECONDARIA II GRADO,NORD OVEST,I.P. - V. KANDINSKY,MILANO,I.P. - V. KANDINSKY,VIA C. BARONI 35,9.1722645,45.409941,668
MIRC30050D,SCUOLA SECONDARIA II GRADO,NORD OVEST,I.P. - V. KANDINSKY,MILANO,I.P. - V. KANDINSKY (SERALE),VIA C.BARONI 35,9.1722645,45.409941,192
MIRH010009,SCUOLA SECONDARIA II GRADO,NORD OVEST,I.P. - A. VESPUCCI,MILANO,I.P. - A. VESPUCCI,VIA VALV. PERONI8(ORD.)-VIA CRESCENZAGO110(SUCC),9.236755195,45.47767922,971
MIRH02000X,SCUOLA SECONDARIA II GRADO,NORD OVEST,I.P. - C. PORTA,MILANO,I.P. - C. PORTA,VIA URUGUAY 26,9.1189935,45.497691,969
MIRH038016,SCUOLA SECONDARIA II GRADO,NORD OVEST,G. L. LAGRANGE,MILANO,I.P. - G. L. LAGRANGE,VIA LITTA MODIGNANI 65,9.156429,45.522027,480
MIRH05801B,SCUOLA SECONDARIA II GRADO,NORD OVEST,PAOLO FRISI,MILANO,"I.P.-P. FRISI (SUCC. ""OLMO DI CORNAREDO)",VIA G. MATTEOTTI 7,9.0224276,45.4936917,433
MIRI00802V,SCUOLA SECONDARIA II GRADO,NORD OVEST,A. SPINELLI C. MOLASCHI,MILANO,I. P. - A. SPINELLI C. MOLASCHI,VIA MAZZINI 30,9.179288,45.5527338,91
MIRI01601R,SCUOLA SECONDARIA II GRADO,NORD OVEST,I.I.S. DI INVERUNO,MILANO,I.P. - I.I.S. DI INVERUNO,VIA MARCORA 109,8.8595453,45.5130307,284
MIRI01701L,SCUOLA SECONDARIA II GRADO,NORD OVEST,J. C. MAXWELL,MILANO,I.P. - J. C. MAXWELL (SUCCURSALE),VIA NARNI 18,9.2485395,45.50184,331
MIRI072015,SCUOLA SECONDARIA II GRADO,NORD OVEST,F. SEVERI - C. CORRENTI,MILANO,I.P. - SEVERI CORRENTI,VIA ALCUINO 4,9.1562445,45.481986,444
MIRI07401R,SCUOLA SECONDARIA II GRADO,NORD OVEST,IIS MARELLI DUDOVICH,MILANO,I.P. - MARELLI DUDOVICH,VIA LIVIGNO 11,9.178101,45.500499,289
MIRI077018,SCUOLA SECONDARIA II GRADO,NORD OVEST,G. GALILEI,MILANO,I.P. - GALILEI LUXEMBURG (SUCCURSALE),VIA DEGLI ULIVI 6,9.0828225,45.454662,458
MIRI08901E,SCUOLA SECONDARIA II GRADO,NORD OVEST,G. PUECHER - A. OLIVETTI,MILANO,I.P. - G. PUECHER - A. OLIVETTI,VIA BERSAGLIO 56,9.0500947,45.5355146,530
MIRI08951X,SCUOLA SECONDARIA II GRADO,NORD OVEST,G. PUECHER - A. OLIVETTI,MILANO,I.P. - G. PUECHER-A. OLIVETTI (SERALE),VIA BERSAGLIO 56,9.0500947,45.5355146,107
MIRI09101E,SCUOLA SECONDARIA II GRADO,NORD OVEST,L. EINAUDI - L. DA VINCI,MILANO,I.P. - L. EINAUDI-L. DA VINCI (SUCC.),VIA NOVARA 113,8.869902,45.463574,340
MIRI09201A,SCUOLA SECONDARIA II GRADO,NORD OVEST,E. ALESSANDRINI,MILANO,I.P. - E. ALESSANDRINI (SUCCURSALE),VIA ROMA1,8.9190359,45.4696619,197
MIRI094012,SCUOLA SECONDARIA II GRADO,NORD OVEST,L. V. BERTARELLI - FERRARIS,MILANO,I.P. - L. V. BERTARELLI-FERRARIS (SUCC.),VIA G. ROMANO 4,9.1979955,45.454608,234
MIRI09701D,SCUOLA SECONDARIA II GRADO,NORD OVEST,A. BERNOCCHI,MILANO,I.P. - A. BERNOCCHI (SUCCURSALE),VIA BERNOCCHI6-VIA B. MELZI-VIA CUTTICA,8.9290135,45.6022961,652
MIRI09751V,SCUOLA SECONDARIA II GRADO,NORD OVEST,A. BERNOCCHI,MILANO,I.P. - A. BERNOCCHI (SERALE SUCCURSALE),VIA PRIVATA A. BERNOCCHI 6,8.9244567,45.5951597,42
MISL01000C,SCUOLA SECONDARIA II GRADO,NORD OVEST,LICEO ARTISTICO - BRERA,MILANO,LICEO ARTISTICO - BRERA,VIA HAJECH 27(ORD)-VIA PAPA GREGORIO XIV1(SUCC),9.218305332,45.46464463,1474
MISL011019,SCUOLA SECONDARIA II GRADO,NORD OVEST,B. RUSSELL,MILANO,L. ARTISTICO - B. RUSSELL (EX FONTANA),VIA S. ALLENDE 2,9.0625857,45.5543601,532
MISL020003,SCUOLA SECONDARIA II GRADO,NORD OVEST,LICEO ARTISTICO CARAVAGGIO,MILANO,LICEO ARTISTICO CARAVAGGIO,VIA PRINETTI 47,9.233055,45.499005,878
MISL03000N,SCUOLA SECONDARIA II GRADO,NORD OVEST,L. ARTISTICO - U. BOCCIONI,MILANO,L. ARTISTICO - U. BOCCIONI,PIAZZALE ARDUINO 4,9.150714,45.478035,1122
MISL04401L,SCUOLA SECONDARIA II GRADO,NORD OVEST,C. DELL'ACQUA,MILANO,L. ARTISTICO - C. DELL'ACQUA,VIA BERNOCCHI 1,8.9236767,45.5947151,250
MISL044501,SCUOLA SECONDARIA II GRADO,NORD OVEST,C. DELL'ACQUA,MILANO,L. ARTISTICO - C. DELL'ACQUA (SERALE),VIA BERNOCCHI 1,8.9236767,45.5947151,34
MISL047014,SCUOLA SECONDARIA II GRADO,NORD OVEST,E. DE NICOLA,MILANO,L. ARTISTICO - E. DE NICOLA,VIA SAINT DENIS 200,9.2232482,45.5396737,436
MISL091016,SCUOLA SECONDARIA II GRADO,NORD OVEST,L. EINAUDI - L. DA VINCI,MILANO,L. ARTISTICO - L. EINAUDI-L. DA VINCI,VIA MAZENTA 51,8.8778433,45.4661753,349
MITA01901C,SCUOLA SECONDARIA II GRADO,NORD OVEST,ITALO CALVINO,MILANO,I.T. TECNOLOGICO - I. CALVINO (SUCC.),VIA C. MARX 4,9.1118072,45.4705337,243
MITA036016,SCUOLA SECONDARIA II GRADO,NORD OVEST,V. F. PARETO,MILANO,I.T. TECNOLOGICO - V. F. PARETO,VIA LITTA MODIGLIANI 55,9.160749,45.522855,58
MITA08301Q,SCUOLA SECONDARIA II GRADO,NORD OVEST,G. MENDEL,MILANO,I.T. TECNOLOGICO - G. MENDEL,VIA FERRAZZI 15,8.8878127,45.5663128,424
MITA083504,SCUOLA SECONDARIA II GRADO,NORD OVEST,G. MENDEL,MILANO,I.T. TECNOL. - G. MENDEL (SERALE),VIA FERRAZZI 15,8.8878127,45.5663128,21
MITA10301Q,SCUOLA SECONDARIA II GRADO,NORD OVEST,ARGENTIA-MAJORANA,MILANO,I.T. TECNOLOGICO - ARGENTIA,VIA ADDA 2,9.4064322,45.5390916,130
MITD003019,SCUOLA SECONDARIA II GRADO,NORD OVEST,V. BACHELET,MILANO,I.T. ECONOMICO - V. BACHELET,VIA STIGNANI 63/65,8.9051792,45.3914712,310
MITD004015,SCUOLA SECONDARIA II GRADO,NORD OVEST,C. CATTANEO,MILANO,I. T. ECONOMICO - C. CATTANEO,PIAZZA DELLA VETRA 9,9.109782,45.461196,439
MITD012014,SCUOLA SECONDARIA II GRADO,NORD OVEST,G. TORNO,MILANO,ISTITUTO TECNICO - G. TORNO,PIAZZALE DON MILANI 1,8.7888048,45.5463098,753
MITD01601B,SCUOLA SECONDARIA II GRADO,NORD OVEST,I.I.S. DI INVERUNO,MILANO,I. T. ECONOMICO - I.I.S. DI INVERUNO,VIA MARCORA 109,8.8595453,45.5130307,171
MITD01901V,SCUOLA SECONDARIA II GRADO,NORD OVEST,ITALO CALVINO,MILANO,I.T. ECONOMICO - I. CALVINO,VIA G. ROSSA,9.1514761,45.3773793,353
MITD019518,SCUOLA SECONDARIA II GRADO,NORD OVEST,ITALO CALVINO,MILANO,I.T. ECONOMICO - I. CALVINO (SERALE),VIA G. ROSSA,9.1514761,45.3773793,32
MITD02102X,SCUOLA SECONDARIA II GRADO,NORD OVEST,V. BENINI,MILANO,I.T. ECONOMICO - V. BENINI,VIALE PREDABISSI 3,9.324442,45.3549352,338
MITD02201P,SCUOLA SECONDARIA II GRADO,NORD OVEST,S. ALLENDE,MILANO,I.T. ECONOMICO - S. ALLENDE,VIA U. DINI 7,9.1798245,45.429201,305
MITD02301E,SCUOLA SECONDARIA II GRADO,NORD OVEST,G. CARDANO,MILANO,I.T. ECONOMICO E TECNOL. - G. CARDANO,VIA G. NATTA 11,9.12507024,45.4889322,518
MITD026012,SCUOLA SECONDARIA II GRADO,NORD OVEST,L. CREMONA,MILANO,I.T. ECONOMICO-L. CREMONA (SUCC.),VIALE MARCHE 71,9.1913445,45.496098,324
MITD02701T,SCUOLA SECONDARIA II GRADO,NORD OVEST,LEONARDO DA VINCI,MILANO,I.T. ECONOMICO E TECNOL. - L. DA VINCI,VIA LEONARDO DA VINCI 1,9.2938646,45.5347534,431
MITD02801N,SCUOLA SECONDARIA II GRADO,NORD OVEST,E. MONTALE,MILANO,I.T. ECONOMICO - E. MONTALE,VIA GORKI 100,9.2178982,45.5386473,666
MITD02901D,SCUOLA SECONDARIA II GRADO,NORD OVEST,N. MACHIAVELLI,MILANO,I.T. ECONOMICO- N. MACHIAVELLI (SUCC.),VIA MILANO 1/A,9.3343204,45.5010817,256
MITD03601L,SCUOLA SECONDARIA II GRADO,NORD OVEST,V. F. PARETO,MILANO,I.T. ECONOMICO . V. F. PARETO,VIA LITTA MODIGNANI 55,9.160749,45.522855,364
MITD03701C,SCUOLA SECONDARIA II GRADO,NORD OVEST,IS PIERO DELLA FRANCESCA,MILANO,I.T. E PROF. - PIERO DELLA FRANCESCA,VIA MARTIRI DI CEFALONIA 46,9.2732735,45.4179797,831
MITD041014,SCUOLA SECONDARIA II GRADO,NORD OVEST,C. E. GADDA,MILANO,I.T. ECON. E TECNOL. - C.E. GADDA,VIA LEONARDO DA VINCI 18,9.159148,45.5730859,659
MITD04301Q,SCUOLA SECONDARIA II GRADO,NORD OVEST,F. BESTA,MILANO,I. T. ECONOMICO - F. BESTA,VIA DON CALABRIA 16,9.169821,45.495486,508
MITD04401G,SCUOLA SECONDARIA II GRADO,NORD OVEST,C. DELL'ACQUA,MILANO,I.T. ECON. E TECNOL. - C. DELL'ACQUA,VIA BERNOCCHI1 (ORDINARIA)-VIA CALINI 5(SUCCUR.),8.92486,45.5944226,744
MITD044511,SCUOLA SECONDARIA II GRADO,NORD OVEST,C. DELL'ACQUA,MILANO,I.T.ECON. E TECNOL.-C. DELL'ACQUA (SERAL,VIA BERNOCCHI 1,8.9236767,45.5947151,255
MITD047013,SCUOLA SECONDARIA II GRADO,NORD OVEST,E. DE NICOLA,MILANO,I.T. ECON. E TECNOL. - E. DE NICOLA,VIA SAINT DENIS 200,9.2232482,45.5396737,484
MITD04751C,SCUOLA SECONDARIA II GRADO,NORD OVEST,E. DE NICOLA,MILANO,I.T. ECONOMICO - E. DE NICOLA (SERALE),VIA SAINT DENIS 200,9.2232482,45.5396737,37
MITD05701N,SCUOLA SECONDARIA II GRADO,NORD OVEST,N. MORESCHI,MILANO,I.T. ECONOMICO - N. MORESCHI,VIALE SAN MICHELE DEL CARSO 25,9.163971,45.462789,479
MITD08101E,SCUOLA SECONDARIA II GRADO,NORD OVEST,P. VERRI,MILANO,I.T. ECONOMICO - P. VERRI,VIA LATTANZIO 38,9.216117,45.451584,506
MITD08251Q,SCUOLA SECONDARIA II GRADO,NORD OVEST,G. GIORGI,MILANO,I.T. ECONOMICO - G. GIORGI (SERALE),VIALE LIGURIA 21,9.169533,45.444204,191
MITD091015,SCUOLA SECONDARIA II GRADO,NORD OVEST,L. EINAUDI - L. DA VINCI,MILANO,I.T. ECON. E TECNOL.-L. EINAUDI-L.DA VIN,VIA MAZENTA 51,8.8778433,45.4661753,486
MITD09301R,SCUOLA SECONDARIA II GRADO,NORD OVEST,M. CURIE - P. SRAFFA,MILANO,I.T. ECONOMICO - M. CURIE -P. SRAFFA,VIA F.LLI ZOIA 130,9.109602,45.468927,354
MITD096018,SCUOLA SECONDARIA II GRADO,NORD OVEST,G. FALCONE - A. RIGHI,MILANO,I.T. ECONOMICO - G. FALCONE A. RIGHICORS,VIALE ITALIA 22/24,9.1029083,45.4378052,380
MITD09901Q,SCUOLA SECONDARIA II GRADO,NORD OVEST,SCHIAPARELLI-GRAMSCI,MILANO,I.T. ECONOMICO - SCHIAPARELLI-GRAMSCI,VIA SETTEMBRINI 4,9.2048265,45.480465,551
